Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,date,Symbol
1981-03-16 00:00:00-05:00,0.07999245077371597,0.08085717545248462,0.07999245077371597,0.07999245077371597,37228800,0.0,0.0,1981-03-16,AAPL
1981-03-17 00:00:00-05:00,0.08388371765613556,0.08474844242473836,0.08388371765613556,0.08388371765613556,43747200,0.0,0.0,1981-03-17,AAPL
1981-03-18 00:00:00-05:00,0.08907203376293182,0.08993675821597302,0.08907203376293182,0.08907203376293182,36937600,0.0,0.0,1981-03-18,AAPL
1981-03-19 00:00:00-05:00,0.08863972369081743,0.08863972369081743,0.08820736408233643,0.08820736408233643,37811200,0.0,0.0,1981-03-19,AAPL
1981-03-20 00:00:00-05:00,0.08907203376293182,0.08993675821597302,0.08907203376293182,0.08907203376293182,14604800,0.0,0.0,1981-03-20,AAPL
1981-03-23 00:00:00-05:00,0.0925317332148552,0.09339645793006661,0.0925317332148552,0.0925317332148552,22019200,0.0,0.0,1981-03-23,AAPL
1981-03-24 00:00:00-05:00,0.09253173550460583,0.09253173550460583,0.0920993760228157,0.0920993760228157,28156800,0.0,0.0,1981-03-24,AAPL
1981-03-25 00:00:00-05:00,0.0912346090337818,0.0912346090337818,0.09036910533905029,0.09036910533905029,7056000,0.0,0.0,1981-03-25,AAPL
1981-03-26 00:00:00-05:00,0.08907205669640937,0.08907205669640937,0.08863969147205353,0.08863969147205353,12275200,0.0,0.0,1981-03-26,AAPL
1981-03-27 00:00:00-05:00,0.08604550581719332,0.08604550581719332,0.08561314642429352,0.08561314642429352,12252800,0.0,0.0,1981-03-27,AAPL
1981-03-30 00:00:00-05:00,0.08561314642429352,0.08647787098312122,0.08561314642429352,0.08561314642429352,9900800,0.0,0.0,1981-03-30,AAPL
1981-03-31 00:00:00-05:00,0.08561316422946165,0.08561316422946165,0.08474843949079514,0.08474843949079514,15993600,0.0,0.0,1981-03-31,AAPL
1981-04-01 00:00:00-05:00,0.0843160829269517,0.0843160829269517,0.08388371765613556,0.08388371765613556,34070400,0.0,0.0,1981-04-01,AAPL
1981-04-02 00:00:00-05:00,0.09123463183641434,0.09166699122603222,0.09123463183641434,0.09123463183641434,31404800,0.0,0.0,1981-04-02,AAPL
1981-04-03 00:00:00-05:00,0.09166700392961502,0.09209936915217988,0.09166700392961502,0.09166700392961502,16486400,0.0,0.0,1981-04-03,AAPL
1981-04-06 00:00:00-05:00,0.09036910743861247,0.09036910743861247,0.0899367481470108,0.0899367481470108,22803200,0.0,0.0,1981-04-06,AAPL
1981-04-07 00:00:00-05:00,0.08950439310293873,0.08950439310293873,0.08907203376293182,0.08907203376293182,10684800,0.0,0.0,1981-04-07,AAPL
1981-04-08 00:00:00-05:00,0.09339646250009537,0.09426118725761906,0.09339646250009537,0.09339646250009537,21952000,0.0,0.0,1981-04-08,AAPL
1981-04-09 00:00:00-05:00,0.09512589126825333,0.09555825643923134,0.09512589126825333,0.09512589126825333,12499200,0.0,0.0,1981-04-09,AAPL
1981-04-10 00:00:00-05:00,0.0964229628443718,0.09685532216087546,0.0964229628443718,0.0964229628443718,33465600,0.0,0.0,1981-04-10,AAPL
1981-04-13 00:00:00-05:00,0.0964229628443718,0.09685532216087546,0.0964229628443718,0.0964229628443718,16060800,0.0,0.0,1981-04-13,AAPL
1981-04-14 00:00:00-05:00,0.0964229628443718,0.09685532216087546,0.0964229628443718,0.0964229628443718,6652800,0.0,0.0,1981-04-14,AAPL
1981-04-15 00:00:00-05:00,0.09209936915217988,0.09209936915217988,0.09166700392961502,0.09166700392961502,34048000,0.0,0.0,1981-04-15,AAPL
1981-04-16 00:00:00-05:00,0.086910227638233,0.086910227638233,0.0864778682589531,0.0864778682589531,23878400,0.0,0.0,1981-04-16,AAPL
1981-04-20 00:00:00-05:00,0.08907203376293182,0.08950439310293873,0.08907203376293182,0.08907203376293182,35347200,0.0,0.0,1981-04-20,AAPL
1981-04-21 00:00:00-05:00,0.09512589126825333,0.09555825643923134,0.09512589126825333,0.09512589126825333,28537600,0.0,0.0,1981-04-21,AAPL
1981-04-22 00:00:00-05:00,0.09858474880456924,0.09901711379687572,0.09858474880456924,0.09858474880456924,18995200,0.0,0.0,1981-04-22,AAPL
1981-04-23 00:00:00-05:00,0.10117897391319274,0.101611339154404,0.10117897391319274,0.10117897391319275,58016000,0.0,0.0,1981-04-23,AAPL
1981-04-24 00:00:00-05:00,0.1011789709899139,0.1011789709899139,0.10031425207853317,0.10031425207853317,35056000,0.0,0.0,1981-04-24,AAPL
1981-04-27 00:00:00-04:00,0.09988187306116328,0.09988187306116328,0.0994495078921318,0.0994495078921318,38528000,0.0,0.0,1981-04-27,AAPL
1981-04-28 00:00:00-04:00,0.09815242941600535,0.09815242941600535,0.09772006422281265,0.09772006422281265,32188800,0.0,0.0,1981-04-28,AAPL
1981-04-29 00:00:00-04:00,0.09685532216087546,0.09685532216087546,0.0964229628443718,0.0964229628443718,13641600,0.0,0.0,1981-04-29,AAPL
1981-04-30 00:00:00-04:00,0.09815242141485214,0.0990171517307468,0.09815242141485214,0.09815242141485214,12611200,0.0,0.0,1981-04-30,AAPL
1981-05-01 00:00:00-04:00,0.09815242141485214,0.0990171517307468,0.09815242141485214,0.09815242141485214,16553600,0.0,0.0,1981-05-01,AAPL
1981-05-04 00:00:00-04:00,0.09815242941600535,0.09815242941600535,0.09772006422281265,0.09772006422281265,14448000,0.0,0.0,1981-05-04,AAPL
1981-05-05 00:00:00-04:00,0.09772006066215515,0.09772006066215515,0.09728770703077316,0.09728770703077316,17539200,0.0,0.0,1981-05-05,AAPL
1981-05-06 00:00:00-04:00,0.09512590096883468,0.09512590096883468,0.09469354152679443,0.09469354152679443,18950400,0.0,0.0,1981-05-06,AAPL
1981-05-07 00:00:00-04:00,0.0959906131029129,0.0964229782615751,0.0959906131029129,0.0959906131029129,9363200,0.0,0.0,1981-05-07,AAPL
1981-05-08 00:00:00-04:00,0.09685536473989487,0.09728773001949964,0.09685536473989487,0.09685536473989487,7907200,0.0,0.0,1981-05-08,AAPL
1981-05-11 00:00:00-04:00,0.09512590096883468,0.09512590096883468,0.09469354152679443,0.09469354152679443,11939200,0.0,0.0,1981-05-11,AAPL
1981-05-12 00:00:00-04:00,0.09469354152679443,0.09599062562594392,0.09469354152679443,0.09469354152679443,4256000,0.0,0.0,1981-05-12,AAPL
1981-05-13 00:00:00-04:00,0.09469351964760243,0.09555824410491476,0.09426115453243256,0.09426115453243256,4905600,0.0,0.0,1981-05-13,AAPL
1981-05-14 00:00:00-04:00,0.09382882256709173,0.09382882256709173,0.09296409785747528,0.09296409785747528,4928000,0.0,0.0,1981-05-14,AAPL
1981-05-15 00:00:00-04:00,0.09512589126825333,0.09642298100815921,0.09512589126825333,0.09512589126825333,4905600,0.0,0.0,1981-05-15,AAPL
1981-05-18 00:00:00-04:00,0.09685536473989487,0.0977200837530452,0.09685536473989487,0.09685536473989487,4166400,0.0,0.0,1981-05-18,AAPL
1981-05-19 00:00:00-04:00,0.09555825643923134,0.09555825643923134,0.09512589126825333,0.09512589126825333,25424000,0.0,0.0,1981-05-19,AAPL
1981-05-20 00:00:00-04:00,0.09815242141485214,0.0990171517307468,0.09815242141485214,0.09815242141485214,13283200,0.0,0.0,1981-05-20,AAPL
1981-05-21 00:00:00-04:00,0.10377392172813416,0.10420628694571282,0.10377392172813416,0.10377392172813416,32211200,0.0,0.0,1981-05-21,AAPL
1981-05-22 00:00:00-04:00,0.10852993279695512,0.10939466345770607,0.10852993279695512,0.10852993279695511,31427200,0.0,0.0,1981-05-22,AAPL
1981-05-26 00:00:00-04:00,0.10852995181674198,0.10852995181674198,0.10809759795665741,0.10809759795665741,85344000,0.0,0.0,1981-05-26,AAPL
1981-05-27 00:00:00-04:00,0.11415059119462967,0.11458295631191436,0.11415059119462967,0.11415059119462967,149497600,0.0,0.0,1981-05-27,AAPL
1981-05-28 00:00:00-04:00,0.11415059119462967,0.11458295631191436,0.11415059119462967,0.11415059119462967,73987200,0.0,0.0,1981-05-28,AAPL
1981-05-29 00:00:00-04:00,0.11458294838666916,0.11501608705967267,0.11458294838666916,0.11458294838666916,59382400,0.0,0.0,1981-05-29,AAPL
1981-06-01 00:00:00-04:00,0.11458294838666916,0.11501608705967267,0.11458294838666916,0.11458294838666916,51251200,0.0,0.0,1981-06-01,AAPL
1981-06-02 00:00:00-04:00,0.10939458796577463,0.10939458796577463,0.10896222293376923,0.10896222293376923,40432000,0.0,0.0,1981-06-02,AAPL
1981-06-03 00:00:00-04:00,0.10896222293376923,0.10982694145172742,0.10896222293376923,0.10896222293376923,39446400,0.0,0.0,1981-06-03,AAPL
1981-06-04 00:00:00-04:00,0.11112408339977264,0.11155643706801398,0.11112408339977264,0.11112408339977264,56067200,0.0,0.0,1981-06-04,AAPL
1981-06-05 00:00:00-04:00,0.10982698594096557,0.10982698594096557,0.1093946322798729,0.1093946322798729,57680000,0.0,0.0,1981-06-05,AAPL
1981-06-08 00:00:00-04:00,0.10593574555408528,0.10593574555408528,0.10550338029861452,0.1055033802986145,93497600,0.0,0.0,1981-06-08,AAPL
1981-06-09 00:00:00-04:00,0.10766519606113434,0.10809756132074633,0.10766519606113434,0.10766519606113434,119593600,0.0,0.0,1981-06-09,AAPL
1981-06-10 00:00:00-04:00,0.10896222293376923,0.11025930648373282,0.10896222293376923,0.10896222293376923,25222400,0.0,0.0,1981-06-10,AAPL
1981-06-11 00:00:00-04:00,0.11371821165084839,0.11415057671328246,0.11371821165084839,0.11371821165084839,38976000,0.0,0.0,1981-06-11,AAPL
1981-06-12 00:00:00-04:00,0.11285349770433069,0.11285349770433069,0.11242113262414932,0.11242113262414932,25804800,0.0,0.0,1981-06-12,AAPL
1981-06-15 00:00:00-04:00,0.11242114054274564,0.11242114054274564,0.11198877543210983,0.11198877543210983,143763200,0.0,0.0,1981-06-15,AAPL
1981-06-16 00:00:00-04:00,0.11025933225322714,0.11025933225322714,0.1098269671201706,0.1098269671201706,37251200,0.0,0.0,1981-06-16,AAPL
1981-06-17 00:00:00-04:00,0.10852995181674198,0.10852995181674198,0.10809759795665741,0.10809759795665741,27574400,0.0,0.0,1981-06-17,AAPL
1981-06-18 00:00:00-04:00,0.10809756132074633,0.10852991503429962,0.10766519606113434,0.10766519606113434,23049600,0.0,0.0,1981-06-18,AAPL
1981-06-19 00:00:00-04:00,0.1050709747546823,0.1050709747546823,0.10463862121105194,0.10463862121105194,27507200,0.0,0.0,1981-06-19,AAPL
1981-06-22 00:00:00-04:00,0.10117894795363526,0.10117894795363526,0.10074659436941147,0.10074659436941147,10841600,0.0,0.0,1981-06-22,AAPL
1981-06-23 00:00:00-04:00,0.10247603803873062,0.10334153029412274,0.10247603803873062,0.10247603803873062,15030400,0.0,0.0,1981-06-23,AAPL
1981-06-24 00:00:00-04:00,0.10074661789842584,0.10074661789842584,0.09988188743591309,0.09988188743591309,23027200,0.0,0.0,1981-06-24,AAPL
1981-06-25 00:00:00-04:00,0.10204365104436874,0.1024760160595276,0.10204365104436874,0.10204365104436874,24259200,0.0,0.0,1981-06-25,AAPL
1981-06-26 00:00:00-04:00,0.10161131308391427,0.10161131308391427,0.10074659436941147,0.10074659436941147,23788800,0.0,0.0,1981-06-26,AAPL
1981-06-29 00:00:00-04:00,0.09815242583959363,0.09815242583959363,0.09728770703077316,0.09728770703077316,10595200,0.0,0.0,1981-06-29,AAPL
1981-06-30 00:00:00-04:00,0.09036910743861247,0.09036910743861247,0.0899367481470108,0.0899367481470108,35907200,0.0,0.0,1981-06-30,AAPL
1981-07-01 00:00:00-04:00,0.08950439310293873,0.08950439310293873,0.08907203376293182,0.08907203376293182,170464000,0.0,0.0,1981-07-01,AAPL
1981-07-02 00:00:00-04:00,0.08907203376293182,0.08950439310293873,0.08907203376293182,0.08907203376293182,30284800,0.0,0.0,1981-07-02,AAPL
1981-07-06 00:00:00-04:00,0.08691021310213072,0.08691021310213072,0.08604548871517181,0.08604548871517181,16531200,0.0,0.0,1981-07-06,AAPL
1981-07-07 00:00:00-04:00,0.08691024035215378,0.0877749650102403,0.08691024035215378,0.08691024035215378,15836800,0.0,0.0,1981-07-07,AAPL
1981-07-08 00:00:00-04:00,0.09036910533905029,0.0908022439791986,0.09036910533905029,0.09036910533905029,16620800,0.0,0.0,1981-07-08,AAPL
1981-07-09 00:00:00-04:00,0.08388370499546499,0.08388370499546499,0.08345134556293488,0.08345134556293488,32883200,0.0,0.0,1981-07-09,AAPL
1981-07-10 00:00:00-04:00,0.07739746780147817,0.07739746780147817,0.07696510851383209,0.07696510851383209,55171200,0.0,0.0,1981-07-10,AAPL
1981-07-13 00:00:00-04:00,0.07869533449411392,0.07912769957510447,0.07869533449411392,0.07869533449411392,45740800,0.0,0.0,1981-07-13,AAPL
1981-07-14 00:00:00-04:00,0.08215425163507462,0.08301897623017458,0.08215425163507462,0.08215425163507462,19779200,0.0,0.0,1981-07-14,AAPL
1981-07-15 00:00:00-04:00,0.08431605249643326,0.08474841183817704,0.08431605249643326,0.08431605249643326,10953600,0.0,0.0,1981-07-15,AAPL
1981-07-16 00:00:00-04:00,0.0864778682589531,0.08734259279054082,0.0864778682589531,0.0864778682589531,15232000,0.0,0.0,1981-07-16,AAPL
1981-07-17 00:00:00-04:00,0.08950437605381012,0.0899367410844859,0.08950437605381012,0.08950437605381012,19824000,0.0,0.0,1981-07-17,AAPL
1981-07-20 00:00:00-04:00,0.08388370499546499,0.08388370499546499,0.08345134556293488,0.08345134556293488,23654400,0.0,0.0,1981-07-20,AAPL
1981-07-21 00:00:00-04:00,0.08345136859695562,0.08345136859695562,0.08301900327205658,0.08301900327205658,31942400,0.0,0.0,1981-07-21,AAPL
1981-07-22 00:00:00-04:00,0.07912774392731609,0.07912774392731609,0.07826223969459534,0.07826223969459534,22668800,0.0,0.0,1981-07-22,AAPL
1981-07-23 00:00:00-04:00,0.08042479306459427,0.08085715819822988,0.08042479306459427,0.08042479306459427,34451200,0.0,0.0,1981-07-23,AAPL
1981-07-24 00:00:00-04:00,0.08301900327205658,0.08345136859695562,0.08301900327205658,0.08301900327205658,28851200,0.0,0.0,1981-07-24,AAPL
1981-07-27 00:00:00-04:00,0.0864778682589531,0.086910227638233,0.0864778682589531,0.0864778682589531,17337600,0.0,0.0,1981-07-27,AAPL
1981-07-28 00:00:00-04:00,0.08388370499546499,0.08388370499546499,0.08345134556293488,0.08345134556293488,22848000,0.0,0.0,1981-07-28,AAPL
1981-07-29 00:00:00-04:00,0.08258661681913877,0.08258661681913877,0.08215425163507462,0.08215425163507462,15500800,0.0,0.0,1981-07-29,AAPL
1981-07-30 00:00:00-04:00,0.08518079668283463,0.08604552139824598,0.08518079668283463,0.08518079668283463,9900800,0.0,0.0,1981-07-30,AAPL
1981-07-31 00:00:00-04:00,0.0864778682589531,0.086910227638233,0.0864778682589531,0.0864778682589531,10953600,0.0,0.0,1981-07-31,AAPL
1981-08-03 00:00:00-04:00,0.08647787098312122,0.08647787098312122,0.08561314642429352,0.08561314642429352,12432000,0.0,0.0,1981-08-03,AAPL
1981-08-04 00:00:00-04:00,0.08691024035215378,0.08734260556771141,0.08691024035215378,0.08691024035215378,31673600,0.0,0.0,1981-08-04,AAPL
1981-08-05 00:00:00-04:00,0.08950437605381012,0.0899367410844859,0.08950437605381012,0.08950437605381012,17494400,0.0,0.0,1981-08-05,AAPL
1981-08-06 00:00:00-04:00,0.08777496443446663,0.08777496443446663,0.08734260499477386,0.08734260499477386,10528000,0.0,0.0,1981-08-06,AAPL
1981-08-07 00:00:00-04:00,0.08734260499477386,0.08777496443446663,0.08734260499477386,0.08734260499477386,9206400,0.0,0.0,1981-08-07,AAPL
1981-08-10 00:00:00-04:00,0.08734260499477386,0.08734260499477386,0.08734260499477386,0.08734260499477386,0,0.0,0.0,1981-08-10,AAPL
1981-08-11 00:00:00-04:00,0.08561316422946165,0.08561316422946165,0.08474843949079514,0.08474843949079514,71456000,0.0,0.0,1981-08-11,AAPL
1981-08-12 00:00:00-04:00,0.08345136859695562,0.08345136859695562,0.08301900327205658,0.08301900327205658,26275200,0.0,0.0,1981-08-12,AAPL
1981-08-13 00:00:00-04:00,0.08085715819822988,0.08085715819822988,0.08042479306459427,0.08042479306459427,27484800,0.0,0.0,1981-08-13,AAPL
1981-08-14 00:00:00-04:00,0.07999241598889542,0.07999241598889542,0.07912769168615341,0.07912769168615341,24192000,0.0,0.0,1981-08-14,AAPL
1981-08-17 00:00:00-04:00,0.07739749082854284,0.07739749082854284,0.0765327662229538,0.0765327662229538,18905600,0.0,0.0,1981-08-17,AAPL
1981-08-18 00:00:00-04:00,0.0756680170764509,0.0756680170764509,0.07480329275131226,0.07480329275131226,17001600,0.0,0.0,1981-08-18,AAPL
1981-08-19 00:00:00-04:00,0.0748032877332015,0.0748032877332015,0.07393856346607208,0.07393856346607208,20675200,0.0,0.0,1981-08-19,AAPL
1981-08-20 00:00:00-04:00,0.07480329275131226,0.07523565780039485,0.07480329275131226,0.07480329275131226,17113600,0.0,0.0,1981-08-20,AAPL
1981-08-21 00:00:00-04:00,0.07047970126865344,0.07047970126865344,0.06961497664451599,0.06961497664451599,41910400,0.0,0.0,1981-08-21,AAPL
1981-08-24 00:00:00-04:00,0.06572295043165101,0.06572295043165101,0.06529058516025543,0.06529058516025543,23072000,0.0,0.0,1981-08-24,AAPL
1981-08-25 00:00:00-04:00,0.06702078133821487,0.06745314062549669,0.06702078133821487,0.06702078133821487,40700800,0.0,0.0,1981-08-25,AAPL
1981-08-26 00:00:00-04:00,0.06615530179751082,0.06615530179751082,0.06572294235229492,0.06572294235229492,33600000,0.0,0.0,1981-08-26,AAPL
1981-08-27 00:00:00-04:00,0.06615529954433441,0.06658843833368482,0.06615529954433441,0.06615529954433441,25916800,0.0,0.0,1981-08-27,AAPL
1981-08-28 00:00:00-04:00,0.06961497664451599,0.07004733607007045,0.06961497664451599,0.06961497664451599,38035200,0.0,0.0,1981-08-28,AAPL
