Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,date,Symbol
1986-08-13 00:00:00-04:00,0.0,0.2053921168234103,0.198057159781456,0.198057159781456,18899200,0.0,0.0,1986-08-13,ADBE
1986-08-14 00:00:00-04:00,0.0,0.21639547368422252,0.20905956625938416,0.20905956625938416,4160000,0.0,0.0,1986-08-14,ADBE
1986-08-15 00:00:00-04:00,0.0,0.20905960088688452,0.20539212226867676,0.20539212226867676,4332800,0.0,0.0,1986-08-15,ADBE
1986-08-18 00:00:00-04:00,0.0,0.2053921168234103,0.198057159781456,0.198057159781456,2828800,0.0,0.0,1986-08-18,ADBE
1986-08-19 00:00:00-04:00,0.0,0.2053920361491384,0.2017245590686798,0.2017245590686798,2060800,0.0,0.0,1986-08-19,ADBE
1986-08-20 00:00:00-04:00,0.0,0.21272794171315967,0.2017245590686798,0.2017245590686798,684800,0.0,0.0,1986-08-20,ADBE
1986-08-21 00:00:00-04:00,0.0,0.22006295169496898,0.20905956625938416,0.20905956625938416,883200,0.0,0.0,1986-08-21,ADBE
1986-08-22 00:00:00-04:00,0.0,0.21639547368422252,0.20905956625938416,0.20905956625938416,1734400,0.0,0.0,1986-08-22,ADBE
1986-08-25 00:00:00-04:00,0.0,0.20905951322959698,0.2017245590686798,0.2017245590686798,627200,0.0,0.0,1986-08-25,ADBE
1986-08-26 00:00:00-04:00,0.0,0.20905951322959698,0.2017245590686798,0.2017245590686798,793600,0.0,0.0,1986-08-26,ADBE
1986-08-27 00:00:00-04:00,0.0,0.2053920361491384,0.2017245590686798,0.2017245590686798,2540800,0.0,0.0,1986-08-27,ADBE
1986-08-28 00:00:00-04:00,0.0,0.20539205644103425,0.19438867270946503,0.19438867270946503,1555200,0.0,0.0,1986-08-28,ADBE
1986-08-29 00:00:00-04:00,0.0,0.20539205644103425,0.19438867270946503,0.19438867270946503,1548800,0.0,0.0,1986-08-29,ADBE
1986-09-02 00:00:00-04:00,0.0,0.21639547368422252,0.20905956625938416,0.20905956625938416,1068800,0.0,0.0,1986-09-02,ADBE
1986-09-03 00:00:00-04:00,0.0,0.22006295169496898,0.20905956625938416,0.20905956625938416,403200,0.0,0.0,1986-09-03,ADBE
1986-09-04 00:00:00-04:00,0.0,0.24206968143647067,0.23473377525806427,0.23473377525806427,1804800,0.0,0.0,1986-09-04,ADBE
1986-09-05 00:00:00-04:00,0.0,0.24206968520222627,0.23106630146503448,0.23106630146503448,2137600,0.0,0.0,1986-09-05,ADBE
1986-09-08 00:00:00-04:00,0.0,0.23840130541817733,0.2273988574743271,0.2273988574743271,492800,0.0,0.0,1986-09-08,ADBE
1986-09-09 00:00:00-04:00,0.0,0.2457371448328587,0.23473377525806427,0.23473377525806427,499200,0.0,0.0,1986-09-09,ADBE
1986-09-10 00:00:00-04:00,0.0,0.2567406570927716,0.2457372546195984,0.2457372546195984,934400,0.0,0.0,1986-09-10,ADBE
1986-09-11 00:00:00-04:00,0.0,0.22739885264189127,0.21639546751976013,0.21639546751976013,1798400,0.0,0.0,1986-09-11,ADBE
1986-09-12 00:00:00-04:00,0.0,0.2273989253810271,0.2200630158185959,0.2200630158185959,1286400,0.0,0.0,1986-09-12,ADBE
1986-09-15 00:00:00-04:00,0.0,0.2530721691842922,0.24206972122192383,0.24206972122192383,998400,0.0,0.0,1986-09-15,ADBE
1986-09-16 00:00:00-04:00,0.0,0.26407545063224513,0.2530720829963684,0.2530720829963684,1254400,0.0,0.0,1986-09-16,ADBE
1986-09-17 00:00:00-04:00,0.0,0.2787465271495137,0.27141156792640686,0.27141156792640686,1356800,0.0,0.0,1986-09-17,ADBE
1986-09-18 00:00:00-04:00,0.0,0.2824140207522989,0.27141156792640686,0.27141156792640686,352000,0.0,0.0,1986-09-18,ADBE
1986-09-19 00:00:00-04:00,0.0,0.2824140207522989,0.27141156792640686,0.27141156792640686,1024000,0.0,0.0,1986-09-19,ADBE
1986-09-22 00:00:00-04:00,0.0,0.27141138090425787,0.2604079842567444,0.2604079842567444,780800,0.0,0.0,1986-09-22,ADBE
1986-09-23 00:00:00-04:00,0.0,0.26407545063224513,0.2530720829963684,0.2530720829963684,1798400,0.0,0.0,1986-09-23,ADBE
1986-09-24 00:00:00-04:00,0.0,0.26774307956751253,0.25674062967300415,0.25674062967300415,1312000,0.0,0.0,1986-09-24,ADBE
